ORIGINURI,ID,UUIDHISTORY,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/016cee6c-9e95-466c-bd51-d63327751aa2,key_1323,fedfb0c6-c3d8-45dd-93c6-41975ada41e2,skill/competence,sector-specific,assess railway operations,"appraise railway operations
assess railway operations
evaluate railway operations
conduct review of railway performance
conduct analysis of railway operations
analyse railway operations
conduct evaluation of railway performance
conduct study on railway operations and performance
review railway operations","Review and study existing railroad equipment, facilities, systems and processes in order to improve railway safety and efficiency, increase quality, and reduce costs.",,
http://data.europa.eu/esco/skill/016e7bf4-fe86-4a1f-ace1-54e5b697293d,key_1324,ead7a500-63d3-4d64-bb5f-1aff8cfa6431,skill/competence,occupation-specific,practise extreme sports,"participate in extreme sports
practice  extreme sports
play extreme sports
practise extreme sport
practising extreme sports
engage in extreme sports","Practise action sports considered to have a high level of inherent danger and involving speed, height, a high level of physical exertion, and highly specialized gear.",,
http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,key_1325,549ec6fa-376b-49f9-adca-42db24421a34,skill/competence,transversal,adopt ways to foster biodiversity and animal welfare,"implement environmental choices in your own eating habit
adopt a sustainable eating habit
promoting organic and biological food consumption
take animal welfare into account when buying food products
concretely support biodiversity and animal welfare
take sustainability issues into account in consumption choices","Engage in behaviours that help maintaining stable ecosystems and combatting mass extinction, for example by making conscious dietary choices that support organic food production and animal welfare. ",,
http://data.europa.eu/esco/skill/0174a9e6-bf12-4ac3-bfc3-0a5469410f18,key_1326,f541e066-1ac4-45fd-8529-42818d23a293,skill/competence,occupation-specific,provide chaperone for children on set,"offer chaperone for children on set
organise chaperone for children on set
arrange chaperone for children on set
provide chaperone for child on set
providing chaperone for children on set
provide chaperone for children on set
provide chaperone for children on sets",Make sure there is always a chaperone present on the set when recruiting underage children to perform in a motion picture.,,
http://data.europa.eu/esco/skill/01755f08-4df4-4cf0-8d22-08f94cad68b5,key_1327,e77a8dc0-a262-41df-af63-fe1084e01f13,skill/competence,cross-sector,organise labour,"organize labor
labour organising
workers organising
worker organising
organise workers
organising workers
organising labour","Organise, allocate and coordinate members of the team. Organise production programmes and plan the production and sales. Purchase materials and equipment. Manage stocks.",,
http://data.europa.eu/esco/skill/017738e7-7d12-4e87-a580-8523405bab96,key_1328,7a4dd7af-4572-4c3e-83a7-ffe24d8e36b6,skill/competence,sector-specific,use glass engraving tools,"using glass engraving tools
glass engraving with tools
glass engraving tools using
use glass engraving tools
work with glass engraving tools
working with glass engraving tools
use engraving tools on glass","Use engraving tools which use steel, stone or copper wheels according to the kind of glass or glassware.",,
http://data.europa.eu/esco/skill/017d3b78-ebfa-431d-acc5-8050e9b0fdc8,key_1329,8cff5109-2593-4a03-b3e6-efce970388e6,skill/competence,sector-specific,operate wrecking ball,"demolish structure with wrecking ball
operating wrecking ball
wrecking ball control
wrecking ball operation
operation of wrecking ball
control wrecking ball
operate wrecking ball
demolition with wrecking ball",Use a wrecking ball to demolish a structure or parts of it. Hoist the wrecking ball into the air with a crane. Drop the ball or swing it in a controlled manner to hit the structure. Prevent misses as the weight and momentum of the ball may destabilise the crane.,,
http://data.europa.eu/esco/skill/018164df-2814-4926-bdf7-398d86b9dfe6,key_1330,52e0e685-9c83-476b-9783-86027fe510b6,skill/competence,cross-sector,evaluate garment quality,"evaluate quality of garments
evaluate wearing apparel quality
estimate clothing quality
inspect clothing quality
estimate garment quality
estimate wearing apparel quality
evaluate garment quality
inspect garment quality
evaluate quality of clothing
evaluate quality of wearing apparel
evaluate clothing quality","Evaluating stitching, construction, attachments, fasteners, embellishments, shading within the garment; evaluating pattern continuity-, matching; evaluating tapes and linings.",,
http://data.europa.eu/esco/skill/01819474-b960-4b8f-b020-2da26518d43a,key_1331,8d7e1340-6f48-43b8-a46d-9ee494418c71,skill/competence,occupation-specific,apply for refunds,"apply for a refund
implement refunds
make refunds
refund applications
undertake refunds
apply for refunds
administer refunds
applying  for a refund","Make inquiries at the supplier in order to return, exchange or refund goods.",,
http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,key_1332,7e3760ad-6693-4480-8c14-54bf78430f3d,skill/competence,sector-specific,perform a feasibility study for building management systems,carry out bms feasibility study,"Perform the evaluation and assessment of the potential of a building management system. Realise a standardised study to determine the energy saving contribution, costs and restrictions, and conduct research to support the process of decision making.",,
http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec,key_1333,6fc51687-c0de-4805-89a3-6d8709397086,knowledge,sector-specific,Absorb (learning management systems),Absorb,"The learning system Absorb is an e-learning platform for creating, administrating and delivering e-learning education courses or training programs for secondary school students.",,
http://data.europa.eu/esco/skill/0194a8eb-c262-411a-ad3f-f3d587630562,key_1334,56c19e2d-c455-44c5-b715-1b3dba7d4e7e,skill/competence,occupation-specific,peform small vessel administrative duties,"fulfil small vessel administrative duties
perform administrative duties on a small vessel
fulfilling administrative duties on a small vessel
perform small vessel administrative duties
performing administrative duties on a small vessel
performing small vessel administrative duties
fulfil administrative duties on a small vessel
fulfilling small vessel administrative duties","Fulfil administrative and labour requirements. Plan provisioning, receipt and stowage. Release the ship in accordance with current regulations.",,
http://data.europa.eu/esco/skill/0196d283-9b1a-43a5-b219-43580c7cf560,key_1335,19c4244e-6904-45ca-b0d6-a93eff54552d,knowledge,sector-specific,cosmetics ingredients,"cosmetics additives
cosmetics elements
a cosmetics ingredient
cosmetics ingredient
cosmetics ingredients
cosmetics raw materials
ingredients of cosmetics",A variety of sources cosmetics are composed of ranging from crushed insects to rust.,,
http://data.europa.eu/esco/skill/01a6e6ae-32d5-440a-bdb3-c9ed8a1f57c0,key_1336,1aa8f555-a130-479c-9768-d105151315cb,knowledge,occupation-specific,human dynamics as part of hospitality security,"human dynamics as part of security in hospitality
hospitality security human dynamics
human behaviour as part of a security programme
human dynamics as part of hospitality security
behavioural insight for customers' security",The characteristics of human behaviour and human interaction and dynamics to ensure their security in hospitality establishment.,,
http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521,key_1337,bee779de-6938-45b9-986d-11925d22cbb0,skill/competence,cross-sector,advise on construction materials,"giving of advice on construction materials
advise on construction materials
give advice on construction materials
advising on construction materials
advise about construction materials
provide advice on construction materials
giving advice on construction materials
advise regarding construction materials",Provide advice on and test a wide range of construction materials.,,"It includes building stone, sand, bricks, clay and gravel."
http://data.europa.eu/esco/skill/01c4bbed-0449-44c9-9c05-48c30ffdcc22,key_1338,e98cbc2d-2a43-48c9-9f8d-48463675692b,skill/competence,sector-specific,maintain rotating equipment,"overhaul revolving equipment
mend rotating equipment
reconstruct rotating equipment
reconstruct revolving equipment
replace revolving equipment
maintain rotating equipment
mend revolving equipment
replace rotating equipment
overhaul rotating equipment
maintain revolving equipment","Perform routine maintenance on rotating equipment to ensure that it is clean and in safe, working order.",,
http://data.europa.eu/esco/skill/01cea4d4-41fa-42a2-9bf7-7ba0a8f439c1,key_1339,c1dba02a-d2b3-4263-82a9-b4324247602e,skill/competence,occupation-specific,manage volunteers in second-hand shop,"manage volunteers in second-hand shops
oversee volunteers in second-hand shop
supervise volunteers in second-hand shop
regulate volunteers in second-hand shop
manage a volunteer in a second-hand shop
manage volunteers in second-hand shop
managing volunteers in second-hand shops
maintain volunteers in second-hand shop",Coordinate a staff of volunteers for duties in a second-hand store.,,
http://data.europa.eu/esco/skill/01d3d692-dcba-4544-82d2-fc27726bdbbc,key_1340,d1fce4c8-28e0-4a27-97e4-dd4a103066b4,skill/competence,occupation-specific,pump products for storage,"pump products for storage
pump items for storage
pump merchandise for storage
pumping products for storage
pump product for storage
pump goods for storage
pump artefacts for storage",Store tanks or other equipment to process bleached paper pulp for further steps in the paper-making procedure.,,
http://data.europa.eu/esco/skill/01d80f57-3906-44e9-8592-fd1bd8a35808,key_1341,3b9b4713-d45b-4fb6-b2c8-abfc42b9c946,knowledge,sector-specific,medico-biological and medical sciences related to dentistry,"dentistry medico-biological and medical sciences
medico-biological and medical sciences related to dentistry
medico-biological and medical principles relevant for dentistry
medico-biological and medical aspects of dentistry
denistry-related medico-biological and medical sciences","The behavioral component and the social environment  which impact the health of humans, in respect to dentistry.",,
http://data.europa.eu/esco/skill/01e5d2e2-d368-4fb9-9be9-9923146482c4,key_1342,adf5fb6d-721e-4fea-b756-0955bbf80e8f,skill/competence,sector-specific,attend to detail in casting processes,"attending to detail in casting processes
attend to casting process details
attend to detail in casting processes
attend to casting processes detail
attention to detail in casting processes",Attend in the metal processing casting work to specificities and details concerning the quality of the casting and moulds.,,
